imdb_id,title,year,popularity,description,content_rating,movie_length,rating,created_at,trailer,image_url,release,plot,banner,type,more_like_this,gen,keywords
tt0770802,Samsara,2011,0,"Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",PG-13,102,8.5,2021-04-29T11:30:20.754657+03:00,https://www.youtube.com/embed/l04VHQ1emKw,"https://m.media-amazon.com/images/M/MV5BNjY3NzM4MTI5NF5BMl5BanBnXkFtZTcwMjk3NTA5Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",2013-12-19,"Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",https://m.media-amazon.com/images/M/MV5BNjY3NzM4MTI5NF5BMl5BanBnXkFtZTcwMjk3NTA5Nw@@._V1_.jpg,movie,{},"[{'id': 32, 'genre': 'Music'}, {'id': 33, 'genre': 'Documentary'}]","[{'id': 6356, 'keyword': 'subway'}, {'id': 7319, 'keyword': 'aerial camera shot'}, {'id': 7739, 'keyword': 'islam'}, {'id': 8159, 'keyword': 'shanghai china'}, {'id': 12226, 'keyword': 'woman wears a thong bikini'}]"
tt6346162,Disney's Newsies: The Broadway Musical,2017,0,"Filmed live on stage at the Pantages Theatre in Hollywood, CA, this not-to-be-missed high energy show stars Original Broadway cast members Jeremy Jordan as ""Jack Kelly,"" Kara Lindsay as ""Katherine,"" Ben Fankhauser as ""Davey"" and Andrew Keenan-Bolger as ""Crutchie"". They're joined by North American Tour stars Steve Blanchard as ""Joseph Pulitzer,"" and Aisha de Haas as ""Medda Larkin,"" and Ethan Steiner as ""Les"" along with members of both the Broadway and North American Tour ensembles, filling the stage with more ""newsies"" and more dancing than ever before. Set in New York City at the turn of the century and based on a true story, Newsies is the rousing tale of Jack Kelly, a charismatic newsboy and leader of a ragged band of teenaged 'newsies,' who dreams only of a better life far from the hardship of the streets. But when publishing titans Joseph Pulitzer and William Randolph Hearst raise distribution prices at the newsboys' expense, Jack finds a cause to fight for and rallies newsies ...",PG,149,8.5,2021-04-29T11:30:53.000154+03:00,https://www.youtube.com/embed/nFaiZI_UCVc,"https://m.media-amazon.com/images/M/MV5BMGJlNGFjNzItNjRhMS00MGE4LTgxMjYtZDA2ZWY5NGQxMTk0L2ltYWdlXkEyXkFqcGdeQXVyNzA0OTk1Njc@._V1_UX182_CR0,0,182,268_AL_.jpg",2017-02-19,"Filmed live on stage at the Pantages Theatre in Hollywood, CA, this is a not-to-be-missed high energy show starring Original Broadway cast members.",https://m.media-amazon.com/images/M/MV5BMGJlNGFjNzItNjRhMS00MGE4LTgxMjYtZDA2ZWY5NGQxMTk0L2ltYWdlXkEyXkFqcGdeQXVyNzA0OTk1Njc@._V1_.jpg,movie,{},"[{'id': 30, 'genre': 'Musical'}]","[{'id': 14763, 'keyword': 'live performance'}, {'id': 14764, 'keyword': 'filmed performance'}]"
tt4991384,Visaaranai,2015,0,"Four immigrants (Pandi, Murugan, Afsal and Kumar) are detained by the local state police, tortured and forced to admit to a crime they have no knowledge of. When all hope seems to be lost, a policeman from their hometown speaks on their behalf at the court hearing, setting them free. The policeman asks for a return favor and the boys oblige, oblivious to the consequences that await them. As they unwittingly bear witness to a political treason, the system seeks to silence them at any cost. But Pandi is determined to be heard.",Not Rated,117,8.5,2021-04-29T11:31:50.719891+03:00,https://www.youtube.com/embed/4mnzK2KIz9U,"https://m.media-amazon.com/images/M/MV5BYjRkMDVmZGItZTUwOS00ODdjLWEwM2ItYTNjYTJkODg1MThhXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX182_CR0,0,182,268_AL_.jpg",2016-02-05,Four labourers are tortured by the police to confess to a theft they have not committed.,https://m.media-amazon.com/images/M/MV5BYjRkMDVmZGItZTUwOS00ODdjLWEwM2ItYTNjYTJkODg1MThhXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,movie,{},"[{'id': 7, 'genre': 'Crime'}, {'id': 8, 'genre': 'Drama'}, {'id': 14, 'genre': 'Thriller'}]","[{'id': 124, 'keyword': 'based on true story'}, {'id': 240, 'keyword': 'violence'}, {'id': 1122, 'keyword': 'police'}, {'id': 14081, 'keyword': 'suspence'}]"
tt1152758,Dear Zachary: A Letter to a Son About His Father,2008,0,"In 2001, Andrew Bagby, a medical resident, is murdered not long after breaking up with his girlfriend. Soon after, when she announces she's pregnant, one of Andrew's many close friends, Kurt Kuenne, begins this film, a gift to the child. Friends, relatives, and colleagues say warm and loving things about Andrew, home movies confirm his exuberance. Andrew's parents, Kathleen and David, move to Newfoundland, Canada where the ex-girlfriend has gone. They await an arrest and trial of the murderer. They negotiate with the ex-girlfriend to visit their grandchild, Zachary, and they seek custody. Is there any justice; is Zachary a sweet and innocent consolation for the loss of their son?",Not Rated,95,8.5,2021-04-29T11:31:57.236149+03:00,https://www.youtube.com/embed/dZXatzQ1kzg,"https://m.media-amazon.com/images/M/MV5BN2VhZWQzMWEtNjMyNS00ZDM3LThiMjAtZjA4M2YwOTFkNzc4XkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX182_CR0,0,182,268_AL_.jpg",,A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son.,https://m.media-amazon.com/images/M/MV5BN2VhZWQzMWEtNjMyNS00ZDM3LThiMjAtZjA4M2YwOTFkNzc4XkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_.jpg,movie,{},"[{'id': 7, 'genre': 'Crime'}, {'id': 8, 'genre': 'Drama'}, {'id': 27, 'genre': 'Biography'}, {'id': 33, 'genre': 'Documentary'}]","[{'id': 1270, 'keyword': 'death of friend'}, {'id': 2411, 'keyword': 'pregnancy'}, {'id': 7062, 'keyword': 'child custody'}, {'id': 7361, 'keyword': 'loss of son'}, {'id': 12883, 'keyword': 'biting fingernails'}]"
tt3313066,National Theatre Live: Coriolanus,2014,0,"Caius Martius Coriolanus is a war hero, banished from his home, seeking to come back.",-,192,8.5,2021-04-29T11:32:06.562425+03:00,https://www.youtube.com/embed/syyHSmz6L4g,"https://m.media-amazon.com/images/M/MV5BZTRjYTRiMDAtZjAxZS00MjYzLThhMTktNmVkMTg5N2U3MmNjXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_UX182_CR0,0,182,268_AL_.jpg",2014-01-30,"Caius Martius Coriolanus is a war hero, banished from his home, seeking to come back.",https://m.media-amazon.com/images/M/MV5BZTRjYTRiMDAtZjAxZS00MjYzLThhMTktNmVkMTg5N2U3MmNjXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_.jpg,movie,{},"[{'id': 8, 'genre': 'Drama'}, {'id': 29, 'genre': 'War'}, {'id': 31, 'genre': 'History'}]","[{'id': 14763, 'keyword': 'live performance'}]"
tt9617456,For Sama,2019,0,"FOR SAMA is both an intimate and epic journey into the female experience of war. A love letter from a young mother to her daughter, the film tells the story of Waad al-Kateab's life through five years of the uprising in Aleppo, Syria as she falls in love, gets married and gives birth to Sama, all while cataclysmic conflict rises around her. Her camera captures incredible stories of loss, laughter and survival as Waad wrestles with an impossible choice - whether or not to flee the city to protect her daughter's life, when leaving means abandoning the struggle for freedom for which she has already sacrificed so much. The film is the first feature documentary by Emmy award-winning filmmakers Waad al-Kateab and Edward Watts.",TV-PG,100,8.5,2021-04-29T11:32:29.725885+03:00,https://www.youtube.com/embed/vsvBqtg2RM0,"https://m.media-amazon.com/images/M/MV5BYzE2NWE0OWEtMjk5NS00OWYwLWEwNzQtMGFhZTIzYTgxZjI0XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_UX182_CR0,0,182,268_AL_.jpg",2020-03-05,FOR SAMA is both an intimate and epic journey into the female experience of war.,https://m.media-amazon.com/images/M/MV5BYzE2NWE0OWEtMjk5NS00OWYwLWEwNzQtMGFhZTIzYTgxZjI0XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_.jpg,movie,{},"[{'id': 29, 'genre': 'War'}, {'id': 33, 'genre': 'Documentary'}]","[{'id': 244, 'keyword': 'mother daughter relationship'}, {'id': 1178, 'keyword': 'doctor'}, {'id': 13545, 'keyword': 'syria'}, {'id': 13546, 'keyword': 'aleppo syria'}, {'id': 13547, 'keyword': 'year 2012'}]"
tt0058625,Suna no onna,1964,0,"Jumpei Niki, a Tokyo based entomologist and educator, is in a poor seaside village collecting specimens of sand insects. As it is late in the day and as he has missed the last bus back to the city, some of the local villagers suggest that he spend the night there, they offering to find him a place to stay. That place is the home of a young woman, whose house is located at the bottom of a sand pit accessible only by ladder. He later learns that the woman's husband and child died in a sandstorm, their undiscovered bodies buried somewhere near the house. The next morning as he tries to leave, he finds that the ladder is gone - he realizing that the ladder he climbed down was a rope ladder which is anchored above the pit - meaning that he is trapped with the young woman as the walls of the pit are sand with no grip. He also realizes that this entrapment was the villagers and the young woman's plan for him to stay there permanently to be her helper in the never-ending task of digging out ...",Not Rated,147,8.5,2021-04-29T11:33:01.555974+03:00,https://www.youtube.com/embed/WODbLjG4kzw,"https://m.media-amazon.com/images/M/MV5BN2RlNTlkYTAtZDY2My00OGI0LWE1OTEtNmY1NDU2YTU0MGUxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",1966-06-24,An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.,https://m.media-amazon.com/images/M/MV5BN2RlNTlkYTAtZDY2My00OGI0LWE1OTEtNmY1NDU2YTU0MGUxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,movie,{},"[{'id': 8, 'genre': 'Drama'}, {'id': 14, 'genre': 'Thriller'}]","[{'id': 2411, 'keyword': 'pregnancy'}, {'id': 8032, 'keyword': 'existentialism'}, {'id': 8805, 'keyword': 'escape attempt'}, {'id': 9552, 'keyword': 'mysterious woman'}, {'id': 10894, 'keyword': 'entomologist'}]"
tt0400234,Black Friday,2004,0,"A dramatic presentation of the bomb blasts that rocked Bombay on March 12, 1993, displays the police investigation, amidst allegations of human rights violations, led by DCP Rakesh Maria, in tracking down the suspects, especially Bashir Khan. Bashir managed to elude authorities by re-locating to Rajasthan, Uttar Pradesh, Delhi, and West Bengal, after finally being apprehended in Bombay. His confession and subsequent flashbacks showcases the apathy shown by authorities who refused to intervene during the destruction of the sacred Babri Masjid by Hindu Kar Sevaks, and the inability of the police to fulfill their mandate and protect the vulnerable, forcing many to flee to other locations. The subsequent aftermath that succeeded in irreversibly polarizing communities in Bombay; Pakistan's involvement in training and arms' supplies; the main alleged suspects, Dawood Ibrahim, and Mushtaq Memon, sought refuge in Dubai, United Arab Emirates, while Indian politicians made a cosmetic move to ...",Not Rated,143,8.5,2021-04-29T11:33:15.881613+03:00,https://www.youtube.com/embed/SU_59-aC5L8,"https://m.media-amazon.com/images/M/MV5BYWRjMDlmNGYtOGFhYy00ZWU4LTk3MzEtOTI4ZTgxN2Y5NGNkXkEyXkFqcGdeQXVyNzU3Nzk4MDQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2007-02-09,"A film about the investigations following the 1993 serial Bombay bomb blasts, told through the different stories of the people involved --police, conspirators, victims, middlemen.",https://m.media-amazon.com/images/M/MV5BYWRjMDlmNGYtOGFhYy00ZWU4LTk3MzEtOTI4ZTgxN2Y5NGNkXkEyXkFqcGdeQXVyNzU3Nzk4MDQ@._V1_.jpg,movie,{},"[{'id': 7, 'genre': 'Crime'}, {'id': 8, 'genre': 'Drama'}, {'id': 13, 'genre': 'Action'}, {'id': 31, 'genre': 'History'}]","[{'id': 1085, 'keyword': 'india'}, {'id': 5462, 'keyword': 'year 1993'}, {'id': 14587, 'keyword': 'bombay india'}, {'id': 14588, 'keyword': '1993 bombay bombings'}, {'id': 14589, 'keyword': 'bombay'}]"
tt8999372,Sir Alex Ferguson: Never Give In,2021,0,A look at the life and legend of Manchester United manager Alex Ferguson.,PG-13,0,8.5,2021-04-29T11:33:32.913467+03:00,https://www.youtube.com/embed/-xj1prrhtV8,"https://m.media-amazon.com/images/M/MV5BNTA3NmI4MzktODYyOS00ZWZhLWEzYjUtZjBlZjgyZTE4M2MwXkEyXkFqcGdeQXVyNTEyNjg4MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",,A look at the life and legend of Manchester United manager Alex Ferguson.,https://m.media-amazon.com/images/M/MV5BNTA3NmI4MzktODYyOS00ZWZhLWEzYjUtZjBlZjgyZTE4M2MwXkEyXkFqcGdeQXVyNTEyNjg4MzI@._V1_.jpg,movie,{},"[{'id': 33, 'genre': 'Documentary'}]","[{'id': 1143, 'keyword': 'legend'}]"
tt3674140,The Salt of the Earth,2014,0,"For the last 40 years, the photographer Sebastião Salgado has been travelling through the continents, in the footsteps of an ever-changing humanity. He has witnessed some of the major events of our recent history; international conflicts, starvation and exodus. He is now embarking on the discovery of pristine territories, of wild fauna and flora, and of grandiose landscapes as part of a huge photographic project which is a tribute to the planet's beauty.",PG-13,110,8.5,2021-04-29T11:33:44.094240+03:00,https://www.youtube.com/embed/kyj8NfDLP0M,"https://m.media-amazon.com/images/M/MV5BNzUyODI4MzE5N15BMl5BanBnXkFtZTgwMjQxNzk3MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",2014-10-30,"The life and work of photographer Sebastião Salgado, who has spent forty years documenting deprived societies in hidden corners of the world.",https://m.media-amazon.com/images/M/MV5BNzUyODI4MzE5N15BMl5BanBnXkFtZTgwMjQxNzk3MTE@._V1_.jpg,movie,{},"[{'id': 27, 'genre': 'Biography'}, {'id': 31, 'genre': 'History'}, {'id': 33, 'genre': 'Documentary'}]","[{'id': 144, 'keyword': 'funeral'}, {'id': 6943, 'keyword': 'starvation'}, {'id': 8663, 'keyword': 'massacre'}, {'id': 9902, 'keyword': 'humanity'}, {'id': 15809, 'keyword': 'rwandan genocide'}]"
tt8948790,Jersey,2019,0,"Luck hasn't always been in favour of Arjun, a gifted cricketer in his mid-thirties whose career has failed to take off. With everyone around him insisting that he should give up on his career, will Arjun have the courage of conviction to continue pursuing his dream?",Not Rated,157,8.5,2021-04-29T11:33:59.807180+03:00,https://www.youtube.com/embed/AjAe_Q1WZ_8,"https://m.media-amazon.com/images/M/MV5BYjc0MWFiYTMtNmYyOS00ODczLWEyMzItNzI4YjY0YjJjZGVjXkEyXkFqcGdeQXVyNzEwNjg3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",2019-04-19,A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.,https://m.media-amazon.com/images/M/MV5BYjc0MWFiYTMtNmYyOS00ODczLWEyMzItNzI4YjY0YjJjZGVjXkEyXkFqcGdeQXVyNzEwNjg3MjE@._V1_.jpg,movie,{},"[{'id': 8, 'genre': 'Drama'}, {'id': 12, 'genre': 'Sport'}]","[{'id': 4006, 'keyword': 'cricket the sport'}, {'id': 4371, 'keyword': 'athlete'}]"
tt0346336,La meglio gioventù,2003,0,"Nicola and Matteo Carati are two brothers of Rome, who live the years from 1966 to 2000 and all the events which have signed this period. They begin their adventure, helping Giorgia, a young girl confined in an asylum. Then, after the flood of Florence, Nicola meets Giulia a talented piano player with a dangerous sympathy for the BR. Matteo, a rebel spirit entered in the police, will find the optimistic photographer Mirella. These four characters and many others will cross the years of terrorism and Tangentopoli.",R,366,8.5,2021-04-29T11:34:07.993353+03:00,aa.com,"https://m.media-amazon.com/images/M/MV5BYjZiNDM3Y2MtNzkxNy00ZTk1LTkyNjEtZDE0YjE2ZGExN2YwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX182_CR0,0,182,268_AL_.jpg",2004-02-05,"An Italian epic that follows the lives of two brothers, from the 1960s to the 2000s.",https://m.media-amazon.com/images/M/MV5BYjZiNDM3Y2MtNzkxNy00ZTk1LTkyNjEtZDE0YjE2ZGExN2YwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,movie,{},"[{'id': 8, 'genre': 'Drama'}, {'id': 26, 'genre': 'Romance'}]","[{'id': 2278, 'keyword': 'scene of the crime'}, {'id': 4469, 'keyword': 'watching tv'}, {'id': 8237, 'keyword': 'year 2000'}, {'id': 13116, 'keyword': 'years of lead'}, {'id': 13117, 'keyword': 'roman deity'}]"
tt4154796,Avengers: Endgame,2019,32,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos's actions and undo the chaos to the universe, no matter what consequences may be in store, and no matter who they face...",PG-13,181,8.4,2021-04-23T14:29:01.502147+03:00,https://www.youtube.com/embed/TcMBFSGVi1c,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",2019-04-24,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_.jpg,movie,{},"[{'id': 4, 'genre': 'Adventure'}, {'id': 8, 'genre': 'Drama'}, {'id': 11, 'genre': 'Sci-Fi'}, {'id': 13, 'genre': 'Action'}]","[{'id': 57, 'keyword': 'marvel cinematic universe'}, {'id': 62, 'keyword': 'superhero'}, {'id': 364, 'keyword': 'time travel'}, {'id': 514, 'keyword': 'super villain'}, {'id': 515, 'keyword': 'cosmic'}]"
tt7286456,Joker,2019,81,"Arthur Fleck works as a clown and is an aspiring stand-up comic. He has mental health issues, part of which involves uncontrollable laughter. Times are tough and, due to his issues and occupation, Arthur has an even worse time than most. Over time these issues bear down on him, shaping his actions, making him ultimately take on the persona he is more known as...Joker.",R,122,8.4,2021-04-27T22:22:31.721630+03:00,https://www.youtube.com/embed/-_DJEzZk2pc,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2019-10-03,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,movie,{},"[{'id': 7, 'genre': 'Crime'}, {'id': 8, 'genre': 'Drama'}, {'id': 14, 'genre': 'Thriller'}]","[{'id': 134, 'keyword': 'mental illness'}, {'id': 135, 'keyword': 'evil clown'}, {'id': 136, 'keyword': 'laughing'}, {'id': 137, 'keyword': 'nihilism'}, {'id': 138, 'keyword': 'stand up comedian'}]"
tt1345836,The Dark Knight Rises,2012,83,"Despite his tarnished reputation after the events of The Dark Knight (2008), in which he took the rap for Dent's crimes, Batman feels compelled to intervene to assist the city and its Police force, which is struggling to cope with Bane's plans to destroy the city.",PG-13,164,8.4,2021-04-27T22:22:32.045376+03:00,https://www.youtube.com/embed/GokKUqLcvD8,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",2012-07-20,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_.jpg,movie,{},"[{'id': 4, 'genre': 'Adventure'}, {'id': 13, 'genre': 'Action'}]","[{'id': 22, 'keyword': 'dc comics'}, {'id': 81, 'keyword': 'sequel'}, {'id': 1261, 'keyword': 'bruce wayne character'}, {'id': 1262, 'keyword': 'batman character'}, {'id': 1687, 'keyword': 'terrorist plot'}]"
tt4154756,Avengers: Infinity War,2018,94,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment, the fate of Earth and existence has never been more uncertain.",PG-13,149,8.4,2021-04-27T22:22:34.265626+03:00,https://www.youtube.com/embed/6ZfuNTqbHE8,"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",2018-04-25,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_.jpg,movie,{},"[{'id': 4, 'genre': 'Adventure'}, {'id': 11, 'genre': 'Sci-Fi'}, {'id': 13, 'genre': 'Action'}]","[{'id': 57, 'keyword': 'marvel cinematic universe'}, {'id': 62, 'keyword': 'superhero'}, {'id': 139, 'keyword': 'death of recurring character'}, {'id': 140, 'keyword': 'supervillain'}, {'id': 141, 'keyword': 'ensemble cast'}]"
tt0209144,Memento,2000,427,"Memento chronicles two separate stories of Leonard, an ex-insurance investigator who can no longer build new memories, as he attempts to find the murderer of his wife, which is the last thing he remembers. One story line moves forward in time while the other tells the story backwards revealing more each time.",R,113,8.4,2021-04-29T11:23:18.282877+03:00,,"https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",2001-03-08,A man with short-term memory loss attempts to track down his wife's murderer.,https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,movie,{},"[{'id': 14, 'genre': 'Thriller'}, {'id': 15, 'genre': 'Mystery'}]","[{'id': 96, 'keyword': 'murder'}, {'id': 592, 'keyword': 'nonlinear timeline'}, {'id': 625, 'keyword': 'memory'}, {'id': 626, 'keyword': 'short term memory loss'}, {'id': 627, 'keyword': 'hidden truth'}]"
tt0119698,Mononoke-hime,1997,1270,"While protecting his village from rampaging boar-god/demon, a confident young warrior, Ashitaka, is stricken by a deadly curse. To save his life, he must journey to the forests of the west. Once there, he's embroiled in a fierce campaign that humans were waging on the forest. The ambitious Lady Eboshi and her loyal clan use their guns against the gods of the forest and a brave young woman, Princess Mononoke, who was raised by a wolf-god. Ashitaka sees the good in both sides and tries to stem the flood of blood. This is met by animosity by both sides as they each see him as supporting the enemy.",PG-13,134,8.4,2021-04-29T11:23:30.506644+03:00,https://www.youtube.com/embed/4OiMOHRDs14,"https://m.media-amazon.com/images/M/MV5BNGIzY2IzODQtNThmMi00ZDE4LWI5YzAtNzNlZTM1ZjYyYjUyXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",1997-07-12,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",https://m.media-amazon.com/images/M/MV5BNGIzY2IzODQtNThmMi00ZDE4LWI5YzAtNzNlZTM1ZjYyYjUyXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_.jpg,movie,{},"[{'id': 4, 'genre': 'Adventure'}, {'id': 6, 'genre': 'Fantasy'}, {'id': 10, 'genre': 'Animation'}, {'id': 13, 'genre': 'Action'}]","[{'id': 1087, 'keyword': 'princess'}, {'id': 1424, 'keyword': 'anime'}, {'id': 2174, 'keyword': 'curse'}, {'id': 4959, 'keyword': 'forest'}, {'id': 4962, 'keyword': 'human animal relationship'}]"
tt0405094,Das Leben der Anderen,2006,1052,"Gerd Wiesler is an officer with the Stasi, the East German secret police. The film begins in 1984 when Wiesler attends a play written by Georg Dreyman, who is considered by many to be the ultimate example of the loyal citizen. Wiesler has a gut feeling that Dreyman can't be as ideal as he seems, and believes surveillance is called for. The Minister of Culture agrees but only later does Wiesler learn that the Minister sees Dreyman as a rival and lusts after his partner Christa-Maria. The more time he spends listening in on them, the more he comes to care about them. The once rigid Stasi officer begins to intervene in their lives, in a positive way, protecting them whenever possible. Eventually, Wiesler's activities catch up to him and while there is no proof of wrongdoing, he finds himself in menial jobs - until the unbelievable happens.",R,137,8.4,2021-04-29T11:23:54.314653+03:00,,"https://m.media-amazon.com/images/M/MV5BOThkM2EzYmMtNDE3NS00NjlhLTg4YzktYTdhNzgyOWY3ZDYzXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_UX182_CR0,0,182,268_AL_.jpg",2007-03-01,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",https://m.media-amazon.com/images/M/MV5BOThkM2EzYmMtNDE3NS00NjlhLTg4YzktYTdhNzgyOWY3ZDYzXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_.jpg,movie,{},"[{'id': 8, 'genre': 'Drama'}, {'id': 14, 'genre': 'Thriller'}, {'id': 15, 'genre': 'Mystery'}]","[{'id': 920, 'keyword': 'spy'}, {'id': 1122, 'keyword': 'police'}, {'id': 3978, 'keyword': 'propaganda'}, {'id': 4229, 'keyword': 'political thriller'}, {'id': 5775, 'keyword': 'stasi'}]"
tt0910970,WALL·E,2008,1071,"In a distant, but not so unrealistic, future where mankind has abandoned earth because it has become covered with trash from products sold by the powerful multi-national Buy N Large corporation, WALL-E, a garbage collecting robot has been left to clean up the mess. Mesmerized with trinkets of Earth's history and show tunes, WALL-E is alone on Earth except for a sprightly pet cockroach. One day, EVE, a sleek (and dangerous) reconnaissance robot, is sent to Earth to find proof that life is once again sustainable. WALL-E falls in love with EVE. WALL-E rescues EVE from a dust storm and shows her a living plant he found amongst the rubble. Consistent with her ""directive"", EVE takes the plant and automatically enters a deactivated state except for a blinking green beacon. WALL-E, doesn't understand what has happened to his new friend, but, true to his love, he protects her from wind, rain, and lightning, even as she is unresponsive. One day a massive ship comes to reclaim EVE, but WALL-E, ...",G,98,8.4,2021-04-29T11:23:54.996831+03:00,aa.com,"https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",2008-07-30,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_.jpg,movie,{},"[{'id': 4, 'genre': 'Adventure'}, {'id': 5, 'genre': 'Family'}, {'id': 10, 'genre': 'Animation'}, {'id': 11, 'genre': 'Sci-Fi'}, {'id': 26, 'genre': 'Romance'}]","[{'id': 331, 'keyword': 'robot'}, {'id': 483, 'keyword': 'cgi animation'}, {'id': 6752, 'keyword': 'obesity'}, {'id': 6753, 'keyword': 'recycling robot'}, {'id': 6754, 'keyword': 'adrift in space'}]"
